Cases,Category,Country,Number of Records,Quality,Year
1250,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/10 12:00:00 AM
825,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/11 12:00:00 AM
1050,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/12 12:00:00 AM
855,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/13 12:00:00 AM
975,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/14 12:00:00 AM
1250,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/15 12:00:00 AM
1300,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/93 12:00:00 AM
1950,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/94 12:00:00 AM
1700,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/95 12:00:00 AM
1750,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/96 12:00:00 AM
1725,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/97 12:00:00 AM
1400,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/98 12:00:00 AM
900,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/99 12:00:00 AM
425,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/00 12:00:00 AM
200,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/01 12:00:00 AM
690,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/02 12:00:00 AM
425,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/03 12:00:00 AM
300,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/04 12:00:00 AM
225,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/05 12:00:00 AM
475,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/06 12:00:00 AM
400,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/07 12:00:00 AM
375,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/08 12:00:00 AM
425,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/09 12:00:00 AM
225,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/10 12:00:00 AM
275,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/11 12:00:00 AM
460,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/12 12:00:00 AM
1050,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/13 12:00:00 AM
1575,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/14 12:00:00 AM
1210,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/15 12:00:00 AM
1295,Irish Whiskey,DF Belgium/Luxembourg,1,Premium,1/1/16 12:00:00 AM
0,Irish Whiskey,Switzerland,1,Premium,1/1/90 12:00:00 AM
0,Irish Whiskey,Switzerland,1,Premium,1/1/91 12:00:00 AM
0,Irish Whiskey,Switzerland,1,Premium,1/1/92 12:00:00 AM
0,Irish Whiskey,Switzerland,1,Premium,1/1/93 12:00:00 AM
0,Irish Whiskey,Switzerland,1,Premium,1/1/94 12:00:00 AM
0,Irish Whiskey,Switzerland,1,Premium,1/1/95 12:00:00 AM
0,Irish Whiskey,Switzerland,1,Premium,1/1/96 12:00:00 AM
0,Irish Whiskey,Switzerland,1,Premium,1/1/97 12:00:00 AM
0,Irish Whiskey,Switzerland,1,Premium,1/1/98 12:00:00 AM
50,Irish Whiskey,Switzerland,1,Premium,1/1/99 12:00:00 AM
50,Irish Whiskey,Switzerland,1,Premium,1/1/00 12:00:00 AM
50,Irish Whiskey,Switzerland,1,Premium,1/1/01 12:00:00 AM
200,Irish Whiskey,Switzerland,1,Premium,1/1/02 12:00:00 AM
250,Irish Whiskey,Switzerland,1,Premium,1/1/03 12:00:00 AM
250,Irish Whiskey,Switzerland,1,Premium,1/1/04 12:00:00 AM
250,Irish Whiskey,Switzerland,1,Premium,1/1/05 12:00:00 AM
500,Irish Whiskey,Switzerland,1,Premium,1/1/06 12:00:00 AM
500,Irish Whiskey,Switzerland,1,Premium,1/1/07 12:00:00 AM
500,Irish Whiskey,Switzerland,1,Premium,1/1/08 12:00:00 AM
700,Irish Whiskey,Switzerland,1,Premium,1/1/09 12:00:00 AM
1050,Irish Whiskey,Switzerland,1,Premium,1/1/10 12:00:00 AM
1050,Irish Whiskey,Switzerland,1,Premium,1/1/11 12:00:00 AM
650,Irish Whiskey,Switzerland,1,Premium,1/1/12 12:00:00 AM
1150,Irish Whiskey,Switzerland,1,Premium,1/1/13 12:00:00 AM
1300,Irish Whiskey,Switzerland,1,Premium,1/1/14 12:00:00 AM
1250,Irish Whiskey,Switzerland,1,Premium,1/1/15 12:00:00 AM
1250,Irish Whiskey,Switzerland,1,Premium,1/1/16 12:00:00 AM
0,Irish Whiskey,Italy,1,Premium,1/1/90 12:00:00 AM
0,Irish Whiskey,Italy,1,Premium,1/1/91 12:00:00 AM
0,Irish Whiskey,Italy,1,Premium,1/1/92 12:00:00 AM
0,Irish Whiskey,Italy,1,Premium,1/1/93 12:00:00 AM
500,Irish Whiskey,Italy,1,Premium,1/1/94 12:00:00 AM
1000,Irish Whiskey,Italy,1,Premium,1/1/95 12:00:00 AM
500,Irish Whiskey,Italy,1,Premium,1/1/96 12:00:00 AM
1000,Irish Whiskey,Italy,1,Premium,1/1/97 12:00:00 AM
1000,Irish Whiskey,Italy,1,Premium,1/1/98 12:00:00 AM
1250,Irish Whiskey,Italy,1,Premium,1/1/99 12:00:00 AM
1500,Irish Whiskey,Italy,1,Premium,1/1/00 12:00:00 AM
2250,Irish Whiskey,Italy,1,Premium,1/1/01 12:00:00 AM
3000,Irish Whiskey,Italy,1,Premium,1/1/02 12:00:00 AM
3250,Irish Whiskey,Italy,1,Premium,1/1/03 12:00:00 AM
3000,Irish Whiskey,Italy,1,Premium,1/1/04 12:00:00 AM
3000,Irish Whiskey,Italy,1,Premium,1/1/05 12:00:00 AM
2000,Irish Whiskey,Italy,1,Premium,1/1/06 12:00:00 AM
2000,Irish Whiskey,Italy,1,Premium,1/1/07 12:00:00 AM
500,Irish Whiskey,Italy,1,Premium,1/1/08 12:00:00 AM
250,Irish Whiskey,Italy,1,Premium,1/1/09 12:00:00 AM
250,Irish Whiskey,Italy,1,Premium,1/1/10 12:00:00 AM
500,Irish Whiskey,Italy,1,Premium,1/1/11 12:00:00 AM
750,Irish Whiskey,Italy,1,Premium,1/1/12 12:00:00 AM
700,Irish Whiskey,Italy,1,Premium,1/1/13 12:00:00 AM
950,Irish Whiskey,Italy,1,Premium,1/1/14 12:00:00 AM
1200,Irish Whiskey,Italy,1,Premium,1/1/15 12:00:00 AM
1250,Irish Whiskey,Italy,1,Premium,1/1/16 12:00:00 AM
0,Irish Whiskey,Denmark,1,Premium,1/1/90 12:00:00 AM
0,Irish Whiskey,Denmark,1,Premium,1/1/91 12:00:00 AM
0,Irish Whiskey,Denmark,1,Premium,1/1/92 12:00:00 AM
0,Irish Whiskey,Denmark,1,Premium,1/1/93 12:00:00 AM
0,Irish Whiskey,Denmark,1,Premium,1/1/94 12:00:00 AM
0,Irish Whiskey,Denmark,1,Premium,1/1/95 12:00:00 AM
0,Irish Whiskey,Denmark,1,Premium,1/1/96 12:00:00 AM
0,Irish Whiskey,Denmark,1,Premium,1/1/97 12:00:00 AM
250,Irish Whiskey,Denmark,1,Premium,1/1/98 12:00:00 AM
300,Irish Whiskey,Denmark,1,Premium,1/1/99 12:00:00 AM
250,Irish Whiskey,Denmark,1,Premium,1/1/00 12:00:00 AM
200,Irish Whiskey,Denmark,1,Premium,1/1/01 12:00:00 AM
200,Irish Whiskey,Denmark,1,Premium,1/1/02 12:00:00 AM
200,Irish Whiskey,Denmark,1,Premium,1/1/03 12:00:00 AM
200,Irish Whiskey,Denmark,1,Premium,1/1/04 12:00:00 AM
250,Irish Whiskey,Denmark,1,Premium,1/1/05 12:00:00 AM
250,Irish Whiskey,Denmark,1,Premium,1/1/06 12:00:00 AM
250,Irish Whiskey,Denmark,1,Premium,1/1/07 12:00:00 AM
200,Irish Whiskey,Denmark,1,Premium,1/1/08 12:00:00 AM
200,Irish Whiskey,Denmark,1,Premium,1/1/09 12:00:00 AM
200,Irish Whiskey,Denmark,1,Premium,1/1/10 12:00:00 AM
500,Irish Whiskey,Denmark,1,Premium,1/1/11 12:00:00 AM
750,Irish Whiskey,Denmark,1,Premium,1/1/12 12:00:00 AM
350,Irish Whiskey,Denmark,1,Premium,1/1/13 12:00:00 AM
250,Irish Whiskey,Denmark,1,Premium,1/1/14 12:00:00 AM
440,Irish Whiskey,Denmark,1,Premium,1/1/15 12:00:00 AM
1150,Irish Whiskey,Denmark,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Portugal,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Portugal,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Portugal,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Portugal,1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Portugal,1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Portugal,1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Portugal,1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Portugal,1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Portugal,1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Portugal,1,Premium,1/1/99 12:00:00 AM
200,Irish Whiskey,DF Portugal,1,Premium,1/1/00 12:00:00 AM
200,Irish Whiskey,DF Portugal,1,Premium,1/1/01 12:00:00 AM
175,Irish Whiskey,DF Portugal,1,Premium,1/1/02 12:00:00 AM
115,Irish Whiskey,DF Portugal,1,Premium,1/1/03 12:00:00 AM
100,Irish Whiskey,DF Portugal,1,Premium,1/1/04 12:00:00 AM
40,Irish Whiskey,DF Portugal,1,Premium,1/1/05 12:00:00 AM
80,Irish Whiskey,DF Portugal,1,Premium,1/1/06 12:00:00 AM
325,Irish Whiskey,DF Portugal,1,Premium,1/1/07 12:00:00 AM
275,Irish Whiskey,DF Portugal,1,Premium,1/1/08 12:00:00 AM
275,Irish Whiskey,DF Portugal,1,Premium,1/1/09 12:00:00 AM
275,Irish Whiskey,DF Portugal,1,Premium,1/1/10 12:00:00 AM
450,Irish Whiskey,DF Portugal,1,Premium,1/1/11 12:00:00 AM
300,Irish Whiskey,DF Portugal,1,Premium,1/1/12 12:00:00 AM
440,Irish Whiskey,DF Portugal,1,Premium,1/1/13 12:00:00 AM
885,Irish Whiskey,DF Portugal,1,Premium,1/1/14 12:00:00 AM
865,Irish Whiskey,DF Portugal,1,Premium,1/1/15 12:00:00 AM
1150,Irish Whiskey,DF Portugal,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Ukraine,1,Premium,1/1/11 12:00:00 AM
25,Irish Whiskey,DF Ukraine,1,Premium,1/1/12 12:00:00 AM
750,Irish Whiskey,DF Ukraine,1,Premium,1/1/13 12:00:00 AM
500,Irish Whiskey,DF Ukraine,1,Premium,1/1/14 12:00:00 AM
740,Irish Whiskey,DF Ukraine,1,Premium,1/1/15 12:00:00 AM
1075,Irish Whiskey,DF Ukraine,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Israel,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Israel,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Israel,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Israel,1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Israel,1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Israel,1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Israel,1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Israel,1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Israel,1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Israel,1,Premium,1/1/99 12:00:00 AM
750,Irish Whiskey,DF Israel,1,Premium,1/1/00 12:00:00 AM
800,Irish Whiskey,DF Israel,1,Premium,1/1/01 12:00:00 AM
990,Irish Whiskey,DF Israel,1,Premium,1/1/02 12:00:00 AM
735,Irish Whiskey,DF Israel,1,Premium,1/1/03 12:00:00 AM
735,Irish Whiskey,DF Israel,1,Premium,1/1/04 12:00:00 AM
725,Irish Whiskey,DF Israel,1,Premium,1/1/05 12:00:00 AM
800,Irish Whiskey,DF Israel,1,Premium,1/1/06 12:00:00 AM
550,Irish Whiskey,DF Israel,1,Premium,1/1/07 12:00:00 AM
500,Irish Whiskey,DF Israel,1,Premium,1/1/08 12:00:00 AM
450,Irish Whiskey,DF Israel,1,Premium,1/1/09 12:00:00 AM
600,Irish Whiskey,DF Israel,1,Premium,1/1/10 12:00:00 AM
650,Irish Whiskey,DF Israel,1,Premium,1/1/11 12:00:00 AM
1625,Irish Whiskey,DF Israel,1,Premium,1/1/12 12:00:00 AM
1800,Irish Whiskey,DF Israel,1,Premium,1/1/13 12:00:00 AM
1050,Irish Whiskey,DF Israel,1,Premium,1/1/14 12:00:00 AM
1050,Irish Whiskey,DF Israel,1,Premium,1/1/15 12:00:00 AM
1050,Irish Whiskey,DF Israel,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/01 12:00:00 AM
250,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/02 12:00:00 AM
100,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/03 12:00:00 AM
100,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/04 12:00:00 AM
100,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/05 12:00:00 AM
100,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/06 12:00:00 AM
100,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/07 12:00:00 AM
125,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/08 12:00:00 AM
150,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/09 12:00:00 AM
225,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/10 12:00:00 AM
500,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/11 12:00:00 AM
1400,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/12 12:00:00 AM
850,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/13 12:00:00 AM
1200,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/14 12:00:00 AM
1375,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/15 12:00:00 AM
950,Irish Whiskey,DF Rest of CIS,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Italy,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Italy,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Italy,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Italy,1,Premium,1/1/93 12:00:00 AM
500,Irish Whiskey,DF Italy,1,Premium,1/1/94 12:00:00 AM
450,Irish Whiskey,DF Italy,1,Premium,1/1/95 12:00:00 AM
475,Irish Whiskey,DF Italy,1,Premium,1/1/96 12:00:00 AM
530,Irish Whiskey,DF Italy,1,Premium,1/1/97 12:00:00 AM
485,Irish Whiskey,DF Italy,1,Premium,1/1/98 12:00:00 AM
390,Irish Whiskey,DF Italy,1,Premium,1/1/99 12:00:00 AM
150,Irish Whiskey,DF Italy,1,Premium,1/1/00 12:00:00 AM
250,Irish Whiskey,DF Italy,1,Premium,1/1/01 12:00:00 AM
425,Irish Whiskey,DF Italy,1,Premium,1/1/02 12:00:00 AM
150,Irish Whiskey,DF Italy,1,Premium,1/1/03 12:00:00 AM
125,Irish Whiskey,DF Italy,1,Premium,1/1/04 12:00:00 AM
200,Irish Whiskey,DF Italy,1,Premium,1/1/05 12:00:00 AM
300,Irish Whiskey,DF Italy,1,Premium,1/1/06 12:00:00 AM
525,Irish Whiskey,DF Italy,1,Premium,1/1/07 12:00:00 AM
650,Irish Whiskey,DF Italy,1,Premium,1/1/08 12:00:00 AM
500,Irish Whiskey,DF Italy,1,Premium,1/1/09 12:00:00 AM
425,Irish Whiskey,DF Italy,1,Premium,1/1/10 12:00:00 AM
565,Irish Whiskey,DF Italy,1,Premium,1/1/11 12:00:00 AM
800,Irish Whiskey,DF Italy,1,Premium,1/1/12 12:00:00 AM
1075,Irish Whiskey,DF Italy,1,Premium,1/1/13 12:00:00 AM
500,Irish Whiskey,DF Italy,1,Premium,1/1/14 12:00:00 AM
675,Irish Whiskey,DF Italy,1,Premium,1/1/15 12:00:00 AM
925,Irish Whiskey,DF Italy,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF New Zealand,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF New Zealand,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF New Zealand,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF New Zealand,1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF New Zealand,1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF New Zealand,1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF New Zealand,1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF New Zealand,1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF New Zealand,1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF New Zealand,1,Premium,1/1/99 12:00:00 AM
325,Irish Whiskey,DF New Zealand,1,Premium,1/1/00 12:00:00 AM
475,Irish Whiskey,DF New Zealand,1,Premium,1/1/01 12:00:00 AM
425,Irish Whiskey,DF New Zealand,1,Premium,1/1/02 12:00:00 AM
400,Irish Whiskey,DF New Zealand,1,Premium,1/1/03 12:00:00 AM
300,Irish Whiskey,DF New Zealand,1,Premium,1/1/04 12:00:00 AM
275,Irish Whiskey,DF New Zealand,1,Premium,1/1/05 12:00:00 AM
275,Irish Whiskey,DF New Zealand,1,Premium,1/1/06 12:00:00 AM
375,Irish Whiskey,DF New Zealand,1,Premium,1/1/07 12:00:00 AM
350,Irish Whiskey,DF New Zealand,1,Premium,1/1/08 12:00:00 AM
525,Irish Whiskey,DF New Zealand,1,Premium,1/1/09 12:00:00 AM
775,Irish Whiskey,DF New Zealand,1,Premium,1/1/10 12:00:00 AM
550,Irish Whiskey,DF New Zealand,1,Premium,1/1/11 12:00:00 AM
1125,Irish Whiskey,DF New Zealand,1,Premium,1/1/12 12:00:00 AM
585,Irish Whiskey,DF New Zealand,1,Premium,1/1/13 12:00:00 AM
515,Irish Whiskey,DF New Zealand,1,Premium,1/1/14 12:00:00 AM
450,Irish Whiskey,DF New Zealand,1,Premium,1/1/15 12:00:00 AM
925,Irish Whiskey,DF New Zealand,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Austria,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Austria,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Austria,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Austria,1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Austria,1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Austria,1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Austria,1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Austria,1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Austria,1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Austria,1,Premium,1/1/99 12:00:00 AM
200,Irish Whiskey,DF Austria,1,Premium,1/1/00 12:00:00 AM
275,Irish Whiskey,DF Austria,1,Premium,1/1/01 12:00:00 AM
200,Irish Whiskey,DF Austria,1,Premium,1/1/02 12:00:00 AM
175,Irish Whiskey,DF Austria,1,Premium,1/1/03 12:00:00 AM
175,Irish Whiskey,DF Austria,1,Premium,1/1/04 12:00:00 AM
125,Irish Whiskey,DF Austria,1,Premium,1/1/05 12:00:00 AM
250,Irish Whiskey,DF Austria,1,Premium,1/1/06 12:00:00 AM
300,Irish Whiskey,DF Austria,1,Premium,1/1/07 12:00:00 AM
275,Irish Whiskey,DF Austria,1,Premium,1/1/08 12:00:00 AM
250,Irish Whiskey,DF Austria,1,Premium,1/1/09 12:00:00 AM
250,Irish Whiskey,DF Austria,1,Premium,1/1/10 12:00:00 AM
200,Irish Whiskey,DF Austria,1,Premium,1/1/11 12:00:00 AM
285,Irish Whiskey,DF Austria,1,Premium,1/1/12 12:00:00 AM
350,Irish Whiskey,DF Austria,1,Premium,1/1/13 12:00:00 AM
575,Irish Whiskey,DF Austria,1,Premium,1/1/14 12:00:00 AM
565,Irish Whiskey,DF Austria,1,Premium,1/1/15 12:00:00 AM
825,Irish Whiskey,DF Austria,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/00 12:00:00 AM
465,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/01 12:00:00 AM
240,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/02 12:00:00 AM
125,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/03 12:00:00 AM
45,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/04 12:00:00 AM
45,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/05 12:00:00 AM
40,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/06 12:00:00 AM
30,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/07 12:00:00 AM
75,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/08 12:00:00 AM
100,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/09 12:00:00 AM
275,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/10 12:00:00 AM
475,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/11 12:00:00 AM
825,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/12 12:00:00 AM
925,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/13 12:00:00 AM
775,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/14 12:00:00 AM
775,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/15 12:00:00 AM
810,Irish Whiskey,DF Baltics - (All Countries),1,Premium,1/1/16 12:00:00 AM
7300,Irish Whiskey,Others,1,Premium,1/1/90 12:00:00 AM
10350,Irish Whiskey,Others,1,Premium,1/1/91 12:00:00 AM
10700,Irish Whiskey,Others,1,Premium,1/1/92 12:00:00 AM
11560,Irish Whiskey,Others,1,Premium,1/1/93 12:00:00 AM
10400,Irish Whiskey,Others,1,Premium,1/1/94 12:00:00 AM
12380,Irish Whiskey,Others,1,Premium,1/1/95 12:00:00 AM
15375,Irish Whiskey,Others,1,Premium,1/1/96 12:00:00 AM
17200,Irish Whiskey,Others,1,Premium,1/1/97 12:00:00 AM
15175,Irish Whiskey,Others,1,Premium,1/1/98 12:00:00 AM
14825,Irish Whiskey,Others,1,Premium,1/1/99 12:00:00 AM
9125,Irish Whiskey,Others,1,Premium,1/1/00 12:00:00 AM
9020,Irish Whiskey,Others,1,Premium,1/1/01 12:00:00 AM
10780,Irish Whiskey,Others,1,Premium,1/1/02 12:00:00 AM
8545,Irish Whiskey,Others,1,Premium,1/1/03 12:00:00 AM
6645,Irish Whiskey,Others,1,Premium,1/1/04 12:00:00 AM
8055,Irish Whiskey,Others,1,Premium,1/1/05 12:00:00 AM
9305,Irish Whiskey,Others,1,Premium,1/1/06 12:00:00 AM
9235,Irish Whiskey,Others,1,Premium,1/1/07 12:00:00 AM
11625,Irish Whiskey,Others,1,Premium,1/1/08 12:00:00 AM
10090,Irish Whiskey,Others,1,Premium,1/1/09 12:00:00 AM
10850,Irish Whiskey,Others,1,Premium,1/1/10 12:00:00 AM
13260,Irish Whiskey,Others,1,Premium,1/1/11 12:00:00 AM
